20, 0.00013438
40, 0.00016701
60, 0.00046113
80, 0.00006298
100, 0.00582009
120, 0.01958492
140, 0.04502947
160, 0.09955717
180, 0.14788023
200, 0.18327659
220, 0.21418311
240, 0.23845915
260, 0.25720173
280, 0.26936004
300, 0.28817388
320, 0.30762339
340, 0.31377506
360, 0.32361463
380, 0.33143961
400, 0.34122840
420, 0.34967244
440, 0.35742503
460, 0.36021987
480, 0.36641952
500, 0.37393996
