20, 0.00037786
40, 0.00073806
60, 0.00022905
80, 0.00028142
100, 0.00017816
120, 0.00080367
140, 0.00015994
160, 0.00019958
180, 0.00025283
200, 0.00046241
220, 0.00254178
240, 0.00197890
260, 0.01297610
280, 0.04314999
300, 0.08167111
320, 0.11097376
340, 0.13132462
360, 0.14184099
380, 0.16882658
400, 0.18500282
420, 0.20179422
440, 0.21040268
460, 0.22380522
480, 0.23960637
500, 0.25069156
