20, 0.00055720
40, 0.00031267
60, 0.00007622
80, 0.00003048
100, 0.00001712
120, 0.00001610
140, 0.00000918
160, 0.00000660
180, 0.00000537
200, 0.00040873
220, 0.00000438
240, 0.00000458
260, 0.00000486
280, 0.00006165
300, 0.00000227
320, 0.00000220
340, 0.00000149
360, 0.00044852
380, 0.00071010
400, 0.00000298
420, 0.00061221
440, 0.00000197
460, 0.00094035
480, 0.00343801
500, 0.00093808
