20, 0.00079460
40, 0.02580298
60, 0.05258927
80, 0.11129314
100, 0.18139090
120, 0.23570324
140, 0.27128810
160, 0.30248427
180, 0.32488704
200, 0.34306267
220, 0.35287935
240, 0.36965996
260, 0.38047704
280, 0.38779506
300, 0.39585114
320, 0.40058231
340, 0.40695903
360, 0.41345090
380, 0.41804397
400, 0.42137530
420, 0.42484578
440, 0.42965305
460, 0.43284857
480, 0.43512213
500, 0.44064927
